frame_idx,time_sec,active_side,left_elbow_angle,left_rep_count,left_good_form,left_rom_ok,left_torso_stable,left_elbow_near_torso,left_wrist_ok,left_messages,right_elbow_angle,right_rep_count,right_good_form,right_rom_ok,right_torso_stable,right_elbow_near_torso,right_wrist_ok,right_messages
149,4.966666666666667,left,1.5724701771684073,0,True,True,True,True,True,Good curl mechanics in this frame.,62.72590870429368,0,True,True,True,True,True,Good curl mechanics in this frame.
150,5.0,left,1.8348077651136572,0,True,True,True,True,True,Good curl mechanics in this frame.,65.48510508391895,0,True,True,True,True,True,Good curl mechanics in this frame.
151,5.033333333333333,left,2.804169433552815,0,True,True,True,True,True,Good curl mechanics in this frame.,68.31055643675421,0,True,True,True,True,True,Good curl mechanics in this frame.
152,5.066666666666666,left,3.6076821181391887,0,True,True,True,True,True,Good curl mechanics in this frame.,71.36690877903497,0,False,False,True,True,True,Increase curl depth for better range of motion.
153,5.1,left,6.419836365734905,0,True,True,True,True,True,Good curl mechanics in this frame.,74.76172282277402,0,False,False,True,True,True,Increase curl depth for better range of motion.
154,5.133333333333334,left,8.526167262280259,0,True,True,True,True,True,Good curl mechanics in this frame.,78.13424444878197,0,False,False,True,True,True,Increase curl depth for better range of motion.
155,5.166666666666667,left,11.208857712980652,0,True,True,True,True,True,Good curl mechanics in this frame.,81.44862520672135,0,False,False,True,True,True,Increase curl depth for better range of motion.
156,5.2,left,15.397258272432644,0,True,True,True,True,True,Good curl mechanics in this frame.,84.95688687373912,0,False,False,True,True,True,Increase curl depth for better range of motion.
157,5.233333333333333,left,23.22177780694443,0,True,True,True,True,True,Good curl mechanics in this frame.,88.45318017763219,0,False,False,True,True,True,Increase curl depth for better range of motion.
158,5.266666666666667,left,26.310750602394194,0,True,True,True,True,True,Good curl mechanics in this frame.,92.14550570917335,0,False,False,True,True,True,Increase curl depth for better range of motion.
159,5.3,left,28.715923633095397,0,True,True,True,True,True,Good curl mechanics in this frame.,95.60803098483908,0,False,False,True,True,True,Increase curl depth for better range of motion.
160,5.333333333333333,left,30.67099448607125,0,True,True,True,True,True,Good curl mechanics in this frame.,99.17913289444095,0,False,False,True,True,True,Increase curl depth for better range of motion.
161,5.366666666666666,left,41.28744169471388,0,True,True,True,True,True,Good curl mechanics in this frame.,103.08116797494365,0,False,False,True,True,True,Increase curl depth for better range of motion.
162,5.4,left,52.090264868328326,0,True,True,True,True,True,Good curl mechanics in this frame.,106.94943030163913,0,False,False,True,True,True,Increase curl depth for better range of motion.
163,5.433333333333334,left,65.53724967943413,0,True,True,True,True,True,Good curl mechanics in this frame.,111.07450238948803,0,False,False,True,True,True,Increase curl depth for better range of motion.
164,5.466666666666667,left,78.94466302343712,0,False,False,True,True,True,Increase curl depth for better range of motion.,115.13471204893919,0,False,False,True,True,True,Increase curl depth for better range of motion.
165,5.5,left,91.36541224054176,0,False,False,True,True,True,Increase curl depth for better range of motion.,118.91400573809159,0,False,False,True,True,True,Increase curl depth for better range of motion.
166,5.533333333333333,left,100.94538040178541,0,False,False,True,True,True,Increase curl depth for better range of motion.,122.43759415737425,0,False,False,True,True,True,Increase curl depth for better range of motion.
167,5.566666666666666,left,115.71356111331653,0,False,False,True,True,True,Increase curl depth for better range of motion.,125.8379338535351,0,False,False,True,True,True,Increase curl depth for better range of motion.
168,5.6,right,131.0879916544974,0,False,False,True,True,True,Increase curl depth for better range of motion.,129.21403650187247,0,False,False,True,True,True,Increase curl depth for better range of motion.
169,5.633333333333334,right,146.50579041825404,0,False,False,True,True,True,Increase curl depth for better range of motion.,132.3852961113456,0,False,False,True,True,True,Increase curl depth for better range of motion.
170,5.666666666666667,right,153.5248881637091,0,True,True,True,True,True,Good curl mechanics in this frame.,134.85788629974365,0,False,False,True,True,True,Increase curl depth for better range of motion.
171,5.7,right,159.04118711346305,0,True,True,True,True,True,Good curl mechanics in this frame.,136.79006587720517,0,False,False,True,True,True,Increase curl depth for better range of motion.
172,5.733333333333333,right,162.8411545382359,0,True,True,True,True,True,Good curl mechanics in this frame.,138.2743816027746,0,False,False,True,True,True,Increase curl depth for better range of motion.
173,5.766666666666667,right,166.14313845024913,0,True,True,True,True,True,Good curl mechanics in this frame.,139.6334006460796,0,False,False,True,True,True,Increase curl depth for better range of motion.
174,5.8,right,168.873842789048,0,True,True,True,True,True,Good curl mechanics in this frame.,141.09662255767762,0,False,False,True,True,True,Increase curl depth for better range of motion.
175,5.833333333333333,right,170.69962542351897,0,True,True,True,True,True,Good curl mechanics in this frame.,142.4389871288198,0,False,False,True,True,True,Increase curl depth for better range of motion.
176,5.866666666666666,right,171.94966993571768,0,True,True,True,True,True,Good curl mechanics in this frame.,143.77184532320322,0,False,False,True,True,True,Increase curl depth for better range of motion.
177,5.9,right,172.9839820599259,0,True,True,True,True,True,Good curl mechanics in this frame.,145.11794896635917,0,False,False,True,True,True,Increase curl depth for better range of motion.
178,5.933333333333334,right,173.8599763133998,0,True,True,True,True,True,Good curl mechanics in this frame.,146.5237809420959,0,False,False,True,True,True,Increase curl depth for better range of motion.
179,5.966666666666667,right,174.60715449557426,0,True,True,True,True,True,Good curl mechanics in this frame.,148.00955282804128,0,False,False,True,True,True,Increase curl depth for better range of motion.
180,6.0,right,174.8962304737734,0,True,True,True,True,True,Good curl mechanics in this frame.,149.50651783365086,0,False,False,True,True,True,Increase curl depth for better range of motion.
181,6.033333333333333,right,174.895851088639,0,True,True,True,True,True,Good curl mechanics in this frame.,150.96506958075614,0,True,True,True,True,True,Good curl mechanics in this frame.
182,6.066666666666666,right,174.90457817172737,0,True,True,True,True,True,Good curl mechanics in this frame.,152.46560845589931,0,True,True,True,True,True,Good curl mechanics in this frame.
183,6.1,right,175.06429798073808,0,True,True,True,True,True,Good curl mechanics in this frame.,153.81780686164316,0,True,True,True,True,True,Good curl mechanics in this frame.
184,6.133333333333334,right,175.3174016207159,0,True,True,True,True,True,Good curl mechanics in this frame.,155.14524632338137,0,True,True,True,True,True,Good curl mechanics in this frame.
185,6.166666666666667,right,175.62927319088516,0,True,True,True,True,True,Good curl mechanics in this frame.,156.21502962811098,0,True,True,True,True,True,Good curl mechanics in this frame.
186,6.2,right,175.9167874344132,0,True,True,True,True,True,Good curl mechanics in this frame.,157.1012508962846,0,True,True,True,True,True,Good curl mechanics in this frame.
187,6.233333333333333,right,176.2843320137315,0,True,True,True,True,True,Good curl mechanics in this frame.,157.83099561345887,0,True,True,True,True,True,Good curl mechanics in this frame.
188,6.266666666666667,right,176.74707609617727,0,True,True,True,True,True,Good curl mechanics in this frame.,158.48767403814696,0,True,True,True,True,True,Good curl mechanics in this frame.
189,6.3,right,177.18331428528492,0,True,True,True,True,True,Good curl mechanics in this frame.,159.04885513820614,0,True,True,True,True,True,Good curl mechanics in this frame.
190,6.333333333333333,right,177.6833901153655,0,True,True,True,True,True,Good curl mechanics in this frame.,159.5492021820624,0,True,True,True,True,True,Good curl mechanics in this frame.
191,6.366666666666666,right,178.12869625338323,0,True,True,True,True,True,Good curl mechanics in this frame.,160.0222414741278,0,True,True,True,True,True,Good curl mechanics in this frame.
192,6.4,right,178.4945208893961,0,True,True,True,True,True,Good curl mechanics in this frame.,160.37299218076302,0,True,True,True,True,True,Good curl mechanics in this frame.
193,6.433333333333334,right,178.75970444417058,0,True,True,True,True,True,Good curl mechanics in this frame.,160.62747925801537,0,True,True,True,True,True,Good curl mechanics in this frame.
194,6.466666666666667,right,179.0790795793783,0,True,True,True,True,True,Good curl mechanics in this frame.,160.96277132119434,0,True,True,True,True,True,Good curl mechanics in this frame.
195,6.5,right,179.03238001980958,0,True,True,True,True,True,Good curl mechanics in this frame.,161.27289889129545,0,True,True,True,True,True,Good curl mechanics in this frame.
196,6.533333333333333,right,178.89412270662757,0,True,True,True,True,True,Good curl mechanics in this frame.,161.5724896698871,0,True,True,True,True,True,Good curl mechanics in this frame.
197,6.566666666666666,right,178.6873570936955,0,True,True,True,True,True,Good curl mechanics in this frame.,161.75568045776467,0,True,True,True,True,True,Good curl mechanics in this frame.
198,6.6,right,178.48287960236783,0,True,True,True,True,True,Good curl mechanics in this frame.,161.8197572749597,0,True,True,True,True,True,Good curl mechanics in this frame.
199,6.633333333333334,right,178.22014263595335,0,True,True,True,True,True,Good curl mechanics in this frame.,161.83849872995881,0,True,True,True,True,True,Good curl mechanics in this frame.
200,6.666666666666667,right,178.17305047875823,0,True,True,True,True,True,Good curl mechanics in this frame.,161.7635732531702,0,True,True,True,True,True,Good curl mechanics in this frame.
201,6.7,right,177.9994442703736,0,True,True,True,True,True,Good curl mechanics in this frame.,161.6908139294556,0,True,True,True,True,True,Good curl mechanics in this frame.
202,6.733333333333333,right,177.5097296929477,0,True,True,True,True,True,Good curl mechanics in this frame.,161.52795138202623,0,True,True,True,True,True,Good curl mechanics in this frame.
203,6.766666666666667,right,176.94492157884417,0,True,True,True,True,True,Good curl mechanics in this frame.,161.2254948924413,0,True,True,True,True,True,Good curl mechanics in this frame.
204,6.8,right,176.8927230348126,0,True,True,True,True,True,Good curl mechanics in this frame.,160.96391606853234,0,True,True,True,True,True,Good curl mechanics in this frame.
205,6.833333333333333,right,176.56450020895133,0,True,True,True,True,True,Good curl mechanics in this frame.,160.645846558531,0,True,True,True,True,True,Good curl mechanics in this frame.
206,6.866666666666666,right,176.36953875521453,0,True,True,True,True,True,Good curl mechanics in this frame.,160.30484724761968,0,True,True,True,True,True,Good curl mechanics in this frame.
207,6.9,right,176.17311803380892,0,True,True,True,True,True,Good curl mechanics in this frame.,159.87325717692116,0,True,True,True,True,True,Good curl mechanics in this frame.
208,6.933333333333334,right,176.02943997518116,0,True,True,True,True,True,Good curl mechanics in this frame.,159.30498718570328,0,True,True,True,True,True,Good curl mechanics in this frame.
209,6.966666666666667,right,175.43036450412274,0,True,True,True,True,True,Good curl mechanics in this frame.,158.53333973505545,0,True,True,True,True,True,Good curl mechanics in this frame.
210,7.0,right,174.89930795492617,0,True,True,True,True,True,Good curl mechanics in this frame.,157.7215829085923,0,True,True,True,True,True,Good curl mechanics in this frame.
211,7.033333333333333,right,174.52437405856168,0,True,True,True,True,True,Good curl mechanics in this frame.,156.86702983798378,0,True,True,True,True,True,Good curl mechanics in this frame.
212,7.066666666666666,right,174.21855117500962,0,True,True,True,True,True,Good curl mechanics in this frame.,155.88933072942115,0,True,True,True,True,True,Good curl mechanics in this frame.
213,7.1,right,173.4902344855182,0,True,True,True,True,True,Good curl mechanics in this frame.,154.6033283981485,0,True,True,True,True,True,Good curl mechanics in this frame.
214,7.133333333333334,right,172.8052759075709,0,True,True,True,True,True,Good curl mechanics in this frame.,153.0698603088767,0,True,True,True,True,True,Good curl mechanics in this frame.
215,7.166666666666667,right,171.6580295831623,0,True,True,True,True,True,Good curl mechanics in this frame.,151.38340087823906,0,True,True,True,True,True,Good curl mechanics in this frame.
216,7.2,right,169.5240924605509,0,True,True,True,True,True,Good curl mechanics in this frame.,149.59810541473018,0,False,False,True,True,True,Increase curl depth for better range of motion.
217,7.233333333333333,right,166.97204295467787,0,True,True,True,True,True,Good curl mechanics in this frame.,147.39132772560257,0,False,False,True,True,True,Increase curl depth for better range of motion.
218,7.266666666666667,right,163.21036361959284,0,True,True,True,True,True,Good curl mechanics in this frame.,145.03734795028208,0,False,False,True,True,True,Increase curl depth for better range of motion.
219,7.3,right,158.54861362301506,0,True,True,True,True,True,Good curl mechanics in this frame.,142.44062566597665,0,False,False,True,True,True,Increase curl depth for better range of motion.
220,7.333333333333333,right,153.85860184792708,0,True,True,True,True,True,Good curl mechanics in this frame.,139.47555629017006,0,False,False,True,True,True,Increase curl depth for better range of motion.
221,7.366666666666666,right,147.25803547104397,0,False,False,True,True,True,Increase curl depth for better range of motion.,135.46600342211076,0,False,False,True,True,True,Increase curl depth for better range of motion.
222,7.4,right,136.08054273146854,0,False,False,True,True,True,Increase curl depth for better range of motion.,130.3957688860181,0,False,False,True,True,True,Increase curl depth for better range of motion.
223,7.433333333333334,right,125.18075595626912,0,False,False,True,True,True,Increase curl depth for better range of motion.,124.53531086292372,0,False,False,True,True,True,Increase curl depth for better range of motion.
224,7.466666666666667,left,111.76401627274288,0,False,False,True,True,True,Increase curl depth for better range of motion.,118.40020259200635,0,False,False,True,True,True,Increase curl depth for better range of motion.
225,7.5,left,99.18749162058707,0,False,False,True,True,True,Increase curl depth for better range of motion.,112.95851477860641,0,False,False,True,True,True,Increase curl depth for better range of motion.
226,7.533333333333333,left,85.70168928157906,0,False,False,True,True,True,Increase curl depth for better range of motion.,106.9336888239506,0,False,False,True,True,True,Increase curl depth for better range of motion.
227,7.566666666666666,left,72.75749063448039,0,False,False,True,True,True,Increase curl depth for better range of motion.,100.94837933193503,0,False,False,True,True,True,Increase curl depth for better range of motion.
228,7.6,left,59.80622154873361,0,True,True,True,True,True,Good curl mechanics in this frame.,94.38762392840734,0,False,False,True,True,True,Increase curl depth for better range of motion.
229,7.633333333333334,left,46.98466490093574,0,True,True,True,True,True,Good curl mechanics in this frame.,87.66345240047433,0,False,False,True,True,True,Increase curl depth for better range of motion.
230,7.666666666666667,left,35.60428319291162,0,True,True,True,True,True,Good curl mechanics in this frame.,82.18580529322253,0,False,False,True,True,True,Increase curl depth for better range of motion.
231,7.7,left,28.56149282939886,0,True,True,True,True,True,Good curl mechanics in this frame.,77.35308284382603,0,False,False,True,True,True,Increase curl depth for better range of motion.
232,7.733333333333333,left,21.6533622932345,0,True,True,True,True,True,Good curl mechanics in this frame.,73.1830106067609,0,False,False,True,True,True,Increase curl depth for better range of motion.
233,7.766666666666667,left,17.562267058810548,0,True,True,True,True,True,Good curl mechanics in this frame.,68.93729859396494,0,True,True,True,True,True,Good curl mechanics in this frame.
234,7.8,left,13.604824520192969,0,True,True,True,True,True,Good curl mechanics in this frame.,64.01276235655189,0,True,True,True,True,True,Good curl mechanics in this frame.
235,7.833333333333333,left,10.959152007807596,0,True,True,True,True,True,Good curl mechanics in this frame.,60.046459600345344,0,True,True,True,True,True,Good curl mechanics in this frame.
236,7.866666666666666,left,9.099974431370498,0,True,True,True,True,True,Good curl mechanics in this frame.,56.23068793459385,0,True,True,True,True,True,Good curl mechanics in this frame.
237,7.9,left,8.263382016233798,0,True,True,True,True,True,Good curl mechanics in this frame.,53.15496579798528,0,True,True,True,True,True,Good curl mechanics in this frame.
238,7.933333333333334,left,7.4898522498034525,0,True,True,True,True,True,Good curl mechanics in this frame.,50.534831388577295,0,True,True,True,True,True,Good curl mechanics in this frame.
239,7.966666666666667,left,7.050792133385576,0,True,True,True,True,True,Good curl mechanics in this frame.,47.765356422866674,0,True,True,True,True,True,Good curl mechanics in this frame.
240,8.0,left,6.857885619262742,0,True,True,True,True,True,Good curl mechanics in this frame.,45.33257781331487,0,True,True,True,True,True,Good curl mechanics in this frame.
241,8.033333333333333,left,6.218168386086268,0,True,True,True,True,True,Good curl mechanics in this frame.,43.069695646243034,0,True,True,True,True,True,Good curl mechanics in this frame.
242,8.066666666666666,left,5.57654004727044,0,True,True,True,True,True,Good curl mechanics in this frame.,40.85955972503342,0,True,True,True,True,True,Good curl mechanics in this frame.
243,8.1,left,4.8990609306857875,0,True,True,True,True,True,Good curl mechanics in this frame.,38.6323384259375,0,True,True,True,True,True,Good curl mechanics in this frame.
244,8.133333333333333,left,4.349424085061695,0,True,True,True,True,True,Good curl mechanics in this frame.,36.68339512977707,0,True,True,True,True,True,Good curl mechanics in this frame.
245,8.166666666666666,left,3.9003861119996452,0,True,True,True,True,True,Good curl mechanics in this frame.,34.835464239044285,0,True,True,True,True,True,Good curl mechanics in this frame.
246,8.2,left,3.480017500390625,0,True,True,True,True,True,Good curl mechanics in this frame.,32.94884559877522,0,True,True,True,True,True,Good curl mechanics in this frame.
247,8.233333333333333,left,3.1983170175340163,0,True,True,True,True,True,Good curl mechanics in this frame.,31.279078899019996,0,True,True,True,True,True,Good curl mechanics in this frame.
248,8.266666666666667,left,3.1066114863817513,0,True,True,True,True,True,Good curl mechanics in this frame.,29.73204657373664,0,True,True,True,True,True,Good curl mechanics in this frame.
249,8.3,left,3.142726285498076,0,True,True,True,True,True,Good curl mechanics in this frame.,28.500640862377573,0,True,True,True,True,True,Good curl mechanics in this frame.
250,8.333333333333334,left,3.4140140438072137,0,True,True,True,True,True,Good curl mechanics in this frame.,27.51740312627824,0,True,True,True,True,True,Good curl mechanics in this frame.
251,8.366666666666667,left,3.7642694884055934,0,True,True,True,True,True,Good curl mechanics in this frame.,27.015685557365586,0,True,True,True,True,True,Good curl mechanics in this frame.
252,8.4,left,4.215977662408781,0,True,True,True,True,True,Good curl mechanics in this frame.,26.839217872277768,0,True,True,True,True,True,Good curl mechanics in this frame.
253,8.433333333333334,left,4.514077081974726,0,True,True,True,True,True,Good curl mechanics in this frame.,26.622120256671128,0,True,True,True,True,True,Good curl mechanics in this frame.
254,8.466666666666667,left,4.793154461643245,0,True,True,True,True,True,Good curl mechanics in this frame.,26.46700501166838,0,True,True,True,True,True,Good curl mechanics in this frame.
255,8.5,left,5.007755799734124,0,True,True,True,True,True,Good curl mechanics in this frame.,26.603497824744053,0,True,True,True,True,True,Good curl mechanics in this frame.
256,8.533333333333333,left,5.057074032752161,0,True,True,True,True,True,Good curl mechanics in this frame.,26.81252862038989,0,True,True,True,True,True,Good curl mechanics in this frame.
257,8.566666666666666,left,4.932793117103727,0,True,True,True,True,True,Good curl mechanics in this frame.,27.162799842716865,0,True,True,True,True,True,Good curl mechanics in this frame.
258,8.6,left,4.8264322658049394,0,True,True,True,True,True,Good curl mechanics in this frame.,27.666492955130366,0,True,True,True,True,True,Good curl mechanics in this frame.
259,8.633333333333333,left,4.551469664110851,0,True,True,True,True,True,Good curl mechanics in this frame.,28.19746809764446,0,True,True,True,True,True,Good curl mechanics in this frame.
260,8.666666666666666,left,4.050627418619617,0,True,True,True,True,True,Good curl mechanics in this frame.,28.92046516116348,0,True,True,True,True,True,Good curl mechanics in this frame.
261,8.7,left,3.607728004681639,0,True,True,True,True,True,Good curl mechanics in this frame.,29.91016503492406,0,True,True,True,True,True,Good curl mechanics in this frame.
262,8.733333333333333,left,3.181253464849618,0,True,True,True,True,True,Good curl mechanics in this frame.,30.968729175421842,0,True,True,True,True,True,Good curl mechanics in this frame.
263,8.766666666666667,left,2.9301960438569057,0,True,True,True,True,True,Good curl mechanics in this frame.,32.254167966162896,0,True,True,True,True,True,Good curl mechanics in this frame.
264,8.8,left,2.646305651136011,0,True,True,True,True,True,Good curl mechanics in this frame.,33.73938634953923,0,True,True,True,True,True,Good curl mechanics in this frame.
265,8.833333333333334,left,2.517131321178025,0,True,True,True,True,True,Good curl mechanics in this frame.,35.3203160052982,0,True,True,True,True,True,Good curl mechanics in this frame.
266,8.866666666666667,left,2.59390473285962,0,True,True,True,True,True,Good curl mechanics in this frame.,36.954603805591454,0,True,True,True,True,True,Good curl mechanics in this frame.
267,8.9,left,2.4538266501228825,0,True,True,True,True,True,Good curl mechanics in this frame.,38.663288944023655,0,True,True,True,True,True,Good curl mechanics in this frame.
268,8.933333333333334,left,2.524257480049896,0,True,True,True,True,True,Good curl mechanics in this frame.,40.46135659824225,0,True,True,True,True,True,Good curl mechanics in this frame.
269,8.966666666666667,left,2.7001476657193972,0,True,True,True,True,True,Good curl mechanics in this frame.,42.39989441811288,0,True,True,True,True,True,Good curl mechanics in this frame.
270,9.0,left,2.6752570247899623,0,True,True,True,True,True,Good curl mechanics in this frame.,44.20331276472299,0,True,True,True,True,True,Good curl mechanics in this frame.
271,9.033333333333333,left,3.3438602307945664,0,True,True,True,True,True,Good curl mechanics in this frame.,46.17223656839128,0,True,True,True,True,True,Good curl mechanics in this frame.
272,9.066666666666666,left,3.9423064637478396,0,True,True,True,True,True,Good curl mechanics in this frame.,48.27683642733954,0,True,True,True,True,True,Good curl mechanics in this frame.
273,9.1,left,4.826223834331811,0,True,True,True,True,True,Good curl mechanics in this frame.,50.625690157498894,0,True,True,True,True,True,Good curl mechanics in this frame.
274,9.133333333333333,left,5.892750997475628,0,True,True,True,True,True,Good curl mechanics in this frame.,53.26402625538136,0,True,True,True,True,True,Good curl mechanics in this frame.
275,9.166666666666666,left,7.296234631439743,0,True,True,True,True,True,Good curl mechanics in this frame.,56.28485369098046,0,True,True,True,True,True,Good curl mechanics in this frame.
276,9.2,left,8.887716350161512,0,True,True,True,True,True,Good curl mechanics in this frame.,59.68689312265719,0,True,True,True,True,True,Good curl mechanics in this frame.
277,9.233333333333333,left,10.654227378731285,0,True,True,True,True,True,Good curl mechanics in this frame.,63.50437471299037,0,True,True,True,True,True,Good curl mechanics in this frame.
278,9.266666666666667,left,12.408110403946933,0,True,True,True,True,True,Good curl mechanics in this frame.,67.05799786787946,0,True,True,True,True,True,Good curl mechanics in this frame.
279,9.3,left,16.481268719268964,0,True,True,True,True,True,Good curl mechanics in this frame.,71.53853054735916,0,False,False,True,True,True,Increase curl depth for better range of motion.
280,9.333333333333334,left,20.59534510318489,0,True,True,True,True,True,Good curl mechanics in this frame.,75.86153836601369,0,False,False,True,True,True,Increase curl depth for better range of motion.
281,9.366666666666667,left,25.102951946879152,0,True,True,True,True,True,Good curl mechanics in this frame.,80.27421310693408,0,False,False,True,True,True,Increase curl depth for better range of motion.
282,9.4,left,34.386736177602366,0,True,True,True,True,True,Good curl mechanics in this frame.,85.09332292718119,0,False,False,True,True,True,Increase curl depth for better range of motion.
283,9.433333333333334,left,43.248830794956596,0,True,True,True,True,True,Good curl mechanics in this frame.,89.85176612308594,0,False,False,True,True,True,Increase curl depth for better range of motion.
284,9.466666666666667,left,53.58583413464563,0,True,True,True,True,True,Good curl mechanics in this frame.,95.18420516627583,0,False,False,True,True,True,Increase curl depth for better range of motion.
285,9.5,left,64.90975884996139,0,True,True,True,True,True,Good curl mechanics in this frame.,100.56732117760029,0,False,False,True,True,True,Increase curl depth for better range of motion.
286,9.533333333333333,left,77.52895643966973,0,False,False,True,True,True,Increase curl depth for better range of motion.,105.8882986294114,0,False,False,True,True,True,Increase curl depth for better range of motion.
287,9.566666666666666,left,90.50224311339257,0,False,False,True,True,True,Increase curl depth for better range of motion.,111.32138467870419,0,False,False,True,True,True,Increase curl depth for better range of motion.
288,9.6,left,101.9550838801745,0,False,False,True,True,True,Increase curl depth for better range of motion.,115.96048602156075,0,False,False,True,True,True,Increase curl depth for better range of motion.
289,9.633333333333333,left,112.82344090395115,0,False,False,True,True,True,Increase curl depth for better range of motion.,120.66627634251715,0,False,False,True,True,True,Increase curl depth for better range of motion.
290,9.666666666666666,left,123.66720762030597,0,False,False,True,True,True,Increase curl depth for better range of motion.,125.0604850671227,0,False,False,True,True,True,Increase curl depth for better range of motion.
291,9.7,right,130.58402203432388,0,False,False,True,True,True,Increase curl depth for better range of motion.,128.79822192972972,0,False,False,True,True,True,Increase curl depth for better range of motion.
292,9.733333333333333,right,138.12670434766827,0,False,False,True,True,True,Increase curl depth for better range of motion.,132.40271130655057,0,False,False,True,True,True,Increase curl depth for better range of motion.
293,9.766666666666667,right,143.95568233036835,0,False,False,True,True,True,Increase curl depth for better range of motion.,135.20654969898675,0,False,False,True,True,True,Increase curl depth for better range of motion.
294,9.8,right,149.36757872252227,0,False,False,True,True,True,Increase curl depth for better range of motion.,137.49212500776173,0,False,False,True,True,True,Increase curl depth for better range of motion.
295,9.833333333333334,right,153.34866036951956,0,True,True,True,True,True,Good curl mechanics in this frame.,139.3586642012229,0,False,False,True,True,True,Increase curl depth for better range of motion.
296,9.866666666666667,right,157.200286655529,0,True,True,True,True,True,Good curl mechanics in this frame.,141.16817521753143,0,False,False,True,True,True,Increase curl depth for better range of motion.
